title,genres,rating,scored_by,members,weighted_avg,norm_weighted_avg,norm_members,score
Death Note,"['Mystery', 'Police', 'Psychological', 'Supernatural', 'Thriller', 'Shounen']",8.67,1006242,1451708,8.628309632820859,0.8790089186654204,1.0,0.9395044593327102
Fullmetal Alchemist Brotherhood,"['Action', 'Military', 'Adventure', 'Comedy', 'Drama', 'Magic', 'Fantasy', 'Shounen']",9.25,730784,1194518,9.17403623358134,0.9999999999999998,0.8227140284013243,0.9113570142006621
Shingeki no Kyojin,"['Action', 'Military', 'Mystery', 'SuperPower', 'Drama', 'Fantasy', 'Shounen']",8.49,936784,1340641,8.449950239192031,0.8394654991743058,0.9234393988586255,0.8814524490164657
Steins;Gate,"['Thriller', 'SciFi']",9.14,561405,1005781,9.046752139173243,0.971780301349306,0.6926140150974662,0.8321971582233861
One Punch Man,"['Action', 'SciFi', 'Comedy', 'Parody', 'SuperPower', 'Supernatural', 'Seinen']",8.73,687965,1015163,8.667602757348892,0.8877204559425773,0.6990812066116727,0.793400831277125
Code Geass Hangyaku no Lelouch,"['Action', 'Military', 'SciFi', 'SuperPower', 'Drama', 'Mecha', 'School']",8.79,625466,983674,8.719313127336303,0.8991849760379318,0.6773752384182333,0.7882801072280825
Sword Art Online,"['Action', 'Adventure', 'Fantasy', 'Game', 'Romance']",7.64,913806,1297309,7.62147469462869,0.6557871667340525,0.8935698249198494,0.7746784958269509
Angel Beats,"['Action', 'Comedy', 'Drama', 'School', 'Supernatural']",8.31,640177,1007952,8.258814422292609,0.797089464844656,0.6941105267983128,0.7455999958214844
No Game No Life,"['Game', 'Adventure', 'Comedy', 'Supernatural', 'Ecchi', 'Fantasy']",8.41,620456,966110,8.353398946744697,0.8180594594812156,0.665268038273752,0.7416637488774838
Kimi no Na wa.,"['Supernatural', 'Drama', 'Romance', 'School']",9.19,467437,724490,9.07642887190236,0.978359822996903,0.49871476459409103,0.738537293795497
Code Geass Hangyaku no Lelouch R2,"['Action', 'Military', 'SciFi', 'SuperPower', 'Drama', 'Mecha']",8.95,541989,788845,8.861888352867991,0.9307948163582713,0.5430758933402816,0.7369353548492765
Hunter x Hunter 2011,"['Action', 'Adventure', 'SuperPower', 'Shounen']",9.11,400879,716409,8.983343405899582,0.957722179216089,0.4931443771898806,0.7254332782029849
Toradora,"['SliceofLife', 'Comedy', 'Romance', 'School']",8.39,556177,907550,8.327992652014247,0.8124267212788654,0.6249015135378818,0.7186641174083737
Tokyo Ghoul,"['Action', 'Mystery', 'Horror', 'Psychological', 'Supernatural', 'Drama', 'Seinen']",8.01,656039,1008192,7.970956693530061,0.7332695634050654,0.6942759633750991,0.7137727633900823
Tengen Toppa Gurren Lagann,"['Action', 'Adventure', 'Comedy', 'Mecha', 'SciFi']",8.74,448287,785056,8.64546894065365,0.8828132470722625,0.5404640633842671,0.7116386552282647
Sen to Chihiro no Kamikakushi,"['Adventure', 'Supernatural', 'Drama']",8.92,496902,703229,8.825703210833215,0.9227723386983369,0.48405915184803,0.7034157452731834
Shigatsu wa Kimi no Uso,"['Drama', 'Music', 'Romance', 'School', 'Shounen']",8.88,411504,714296,8.769526818240962,0.9103176727983404,0.4916878459950907,0.7010027593967155
Cowboy Bebop,"['Action', 'Adventure', 'Comedy', 'Drama', 'SciFi', 'Space']",8.81,363889,704490,8.690470596390906,0.8927904022666575,0.4849283831952283,0.6888593927309429
Naruto,"['Action', 'Adventure', 'Comedy', 'SuperPower', 'MartialArts', 'Shounen']",7.88,645672,975394,7.845171342370218,0.7053821457280247,0.6716676765191041,0.6885249111235644
Mirai Nikki,"['Action', 'Psychological', 'Supernatural', 'Thriller', 'Mystery', 'Shounen']",7.89,591121,961215,7.851683430716978,0.7068259174073288,0.6618938214263803,0.6843598694168546
Clannad After Story,"['SliceofLife', 'Comedy', 'Supernatural', 'Drama', 'Romance']",9.01,362434,605864,8.877187511989108,0.9341867378863666,0.41694360060301633,0.6755651692446915
Boku no Hero Academia,"['Action', 'Comedy', 'School', 'Shounen', 'SuperPower']",8.43,489625,757460,8.35803924489893,0.8190882432909345,0.5214416143301163,0.6702649288105254
Noragami,"['Action', 'Adventure', 'Comedy', 'Supernatural', 'Shounen']",8.15,499984,842558,8.092718219905024,0.7602648733652657,0.5801012885441375,0.6701830809547016
Fullmetal Alchemist,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Magic', 'Military', 'Shounen']",8.29,490243,789593,8.224880271075552,0.7895660462606957,0.5435915040045991,0.6665787751326474
One Piece,"['Action', 'Adventure', 'Comedy', 'SuperPower', 'Drama', 'Fantasy', 'Shounen']",8.54,422109,716639,8.451052883797779,0.8397099625429436,0.4933029205759675,0.6665064415594555
Boku dake ga Inai Machi,"['Mystery', 'Psychological', 'Seinen', 'Supernatural']",8.56,438462,696118,8.473119533581565,0.8446022800789612,0.47915740394166434,0.6618798420103128
ReZero kara Hajimeru Isekai Seikatsu,"['Psychological', 'Drama', 'Thriller', 'Fantasy']",8.43,435893,716419,8.349647198073287,0.8172276727806644,0.49315127038058,0.6551894715806222
Fairy Tail,"['Action', 'Adventure', 'Comedy', 'Magic', 'Fantasy', 'Shounen']",8.08,422524,816039,8.016688858740622,0.7434086772266875,0.5618212361283154,0.6526149566775015
Naruto Shippuuden,"['Action', 'Adventure', 'Comedy', 'SuperPower', 'MartialArts', 'Shounen']",8.17,382477,790063,8.094973226092595,0.7607648226744439,0.5439154839674724,0.6523401533209581
Kiseijuu Sei no Kakuritsu,"['Action', 'SciFi', 'Horror', 'Psychological', 'Drama', 'Seinen']",8.52,408296,673638,8.429363894864888,0.8349013748354959,0.4636615112493426,0.6492814430424192
Durarara,"['Action', 'Mystery', 'Supernatural']",8.29,375302,743152,8.206175164988187,0.7854190044840359,0.5115788370773698,0.6484989207807028
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,"['SliceofLife', 'Supernatural', 'Drama']",8.55,396774,658869,8.455118724134591,0.8406113853766468,0.45348095790535237,0.6470461716409996
Kill la Kill,"['Action', 'Comedy', 'SuperPower', 'Ecchi', 'School']",8.19,411197,758581,8.118774918531477,0.7660418102754889,0.5222143410075225,0.6441280756415058
Ao no Exorcist,"['Action', 'Demons', 'Fantasy', 'Shounen', 'Supernatural']",7.83,520377,860202,7.78944669178708,0.6930276339236705,0.5922636342142141,0.6426456340689424
Koe no Katachi,"['Drama', 'School', 'Shounen']",9.04,293169,507502,8.875916568473158,0.9339049615718245,0.3491407982452694,0.641522879908547
Clannad,"['SliceofLife', 'Comedy', 'Romance', 'Supernatural', 'School', 'Drama']",8.21,422132,737991,8.139405370940889,0.7706157136585343,0.5080212613573933,0.6393184875079638
Boku no Hero Academia 2nd Season,"['Action', 'Comedy', 'SuperPower', 'School', 'Shounen']",8.76,345545,576801,8.637905681267881,0.8811364240436197,0.3969099204732589,0.6390231722584393
Soul Eater,"['Action', 'Fantasy', 'Comedy', 'Supernatural', 'Shounen']",8.03,421598,789210,7.969340854155102,0.7329113214704286,0.5433274948008109,0.6381194081356197
FateZero,"['Action', 'Supernatural', 'Magic', 'Fantasy']",8.44,373807,664041,8.346509896687987,0.8165321129773657,0.4570461161350983,0.636789114556232
Bleach,"['Action', 'Adventure', 'Comedy', 'SuperPower', 'Supernatural', 'Shounen']",7.9,432031,817079,7.847797376234706,0.7059643542486336,0.5625381279610562,0.6342512411048449
Shingeki no Kyojin Season 2,"['Action', 'Military', 'Mystery', 'SuperPower', 'Drama', 'Fantasy', 'Shounen']",8.47,346216,645464,8.36754914111669,0.8211966481683277,0.4442406357727646,0.6327186419705462
Shokugeki no Souma,"['Ecchi', 'School', 'Shounen']",8.55,354463,609897,8.444535120674617,0.8382649327293794,0.41972362441209704,0.6289942785707382
Mahou Shoujo MadokaMagica,"['Drama', 'Magic', 'Psychological', 'Thriller']",8.46,379426,633456,8.366579840826729,0.82098174808822,0.43596329238088743,0.6284725202345537
Bakemonogatari,"['Romance', 'Supernatural', 'Mystery', 'Vampire']",8.35,353250,661697,8.257342533859141,0.7967631377553757,0.4554303522351516,0.6260967449952637
Elfen Lied,"['Action', 'Horror', 'Psychological', 'Supernatural', 'Drama', 'Romance', 'Seinen']",7.76,513467,831141,7.722157779632821,0.6781092512902673,0.5722313327225966,0.6251702920064319
Mononoke Hime,"['Action', 'Adventure', 'Fantasy']",8.8,332946,506368,8.670828076289139,0.8884355298013293,0.3483591104199539,0.6183973201106416
Neon Genesis Evangelion,"['Action', 'SciFi', 'Dementia', 'Psychological', 'Drama', 'Mecha']",8.32,362916,638943,8.23157494143593,0.7910502975413773,0.4397455861176654,0.6153979418295213
Death Parade,"['Game', 'Mystery', 'Psychological', 'Drama', 'Thriller']",8.27,369629,644634,8.186229681428966,0.7809969630805045,0.44366850094471183,0.6123327320126082
Akame ga Kill,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Shounen']",7.8,473471,773994,7.757125653001337,0.6858618526934821,0.5328388158325561,0.6093503342630191
Nanatsu no Taizai,"['Action', 'Adventure', 'Supernatural', 'Magic', 'Ecchi', 'Fantasy', 'Shounen']",8.29,383080,625402,8.207773444228517,0.7857733532243989,0.4304115165915654,0.6080924349079821
Gintama,"['Action', 'SciFi', 'Comedy', 'Historical', 'Parody', 'Samurai', 'Shounen']",9.01,141307,457137,8.700438785247618,0.895000413556267,0.31442324328758325,0.6047118284219252
Howl no Ugoku Shiro,"['Adventure', 'Drama', 'Fantasy', 'Romance']",8.73,333104,479791,8.605745055416602,0.8740062073880255,0.3300390774980751,0.6020226424430503
FateZero 2nd Season,"['Action', 'Supernatural', 'Magic', 'Fantasy']",8.66,312272,498403,8.53322721479418,0.8579285378356734,0.3428686840278568,0.600398610931765
Samurai Champloo,"['Action', 'Adventure', 'Comedy', 'Historical', 'Samurai', 'Shounen']",8.5,297258,542349,8.379662855152416,0.8238823361265799,0.37316149987557795,0.5985219180010789
Haikyuu,"['Comedy', 'Drama', 'School', 'Shounen', 'Sports']",8.66,276833,481355,8.518335199094011,0.8546268826106869,0.3311171725234662,0.5928720275670765
Noragami Aragoto,"['Action', 'Adventure', 'Comedy', 'Supernatural', 'Shounen']",8.41,322764,542178,8.30492686533515,0.807312888696309,0.3730436263146177,0.5901782575054634
Ouran Koukou Host Club,"['Comedy', 'Harem', 'Romance', 'School', 'Shoujo']",8.34,334681,538057,8.243248240234049,0.7936383426217488,0.370202942427382,0.5819206425245654
Ansatsu Kyoushitsu,"['Action', 'Comedy', 'School', 'Shounen']",8.22,311270,571251,8.125382013463307,0.7675066455229707,0.3930841996350745,0.5802954225790226
Mob Psycho 100,"['Action', 'SliceofLife', 'Comedy', 'Supernatural']",8.51,271163,482035,8.378215065326767,0.823561351852941,0.3315859094910275,0.5775736306719843
Kono Subarashii Sekai ni Shukufuku wo,"['Adventure', 'Comedy', 'Parody', 'Supernatural', 'Magic', 'Fantasy']",8.16,356768,577150,8.080570048979892,0.7575715460940262,0.3971504928286691,0.5773610194613477
Hataraku Maousama,"['Comedy', 'Demons', 'Supernatural', 'Romance', 'Fantasy']",7.98,387685,628190,7.917366429514033,0.7213882587677811,0.43233333815856684,0.576860798463174
Darker than Black Kuro no Keiyakusha,"['Action', 'SciFi', 'Mystery', 'SuperPower']",8.21,284473,561231,8.107988641745697,0.7636504236542998,0.38617722255424425,0.5749138231042721
Baccano,"['Action', 'Mystery', 'Comedy', 'Historical', 'Supernatural']",8.49,221448,480972,8.333632689724638,0.8136771537488918,0.33085316331967796,0.5722651585342848
Sword Art Online II,"['Action', 'Game', 'Adventure', 'Romance', 'Fantasy']",7.2,528708,827221,7.188340993817324,0.5597586521800844,0.5695292019684195,0.5646439270742519
Kaichou wa Maidsama,"['Comedy', 'Romance', 'School', 'Shoujo']",8.2,314828,530388,8.107836365515904,0.7636166630392254,0.36491655447998805,0.5642666087596067
Kuroko no Basket,"['Comedy', 'School', 'Shounen', 'Sports']",8.37,286944,481497,8.256044038399812,0.7964752529985883,0.3312150558313981,0.5638451544149932
Mushishi,"['Adventure', 'Fantasy', 'Historical', 'Mystery', 'Seinen', 'SliceofLife', 'Supernatural']",8.74,147030,406985,8.4797848654818,0.8460800268351933,0.279852513291795,0.5629662700634942
Log Horizon,"['Action', 'Game', 'Adventure', 'Magic', 'Fantasy']",8.09,293404,554926,8.000221953902912,0.7397578589968783,0.38183106581825277,0.5607944624075656
Zankyou no Terror,"['Mystery', 'Psychological', 'Thriller']",8.21,282887,510430,8.107462904321958,0.7635338643014891,0.35115912448206293,0.557346494391776
Haikyuu Second Season,"['Comedy', 'Sports', 'Drama', 'School', 'Shounen']",8.87,204532,332116,8.66093095429291,0.8862412744896855,0.22824388384422215,0.5572425791669539
Ookami Kodomo no Ame to Yuki,"['SliceofLife', 'Fantasy']",8.77,204175,356877,8.57145626460838,0.8664041629361685,0.2453121133350842,0.5558581381356263
Guilty Crown,"['Action', 'SciFi', 'SuperPower', 'Drama', 'Romance']",7.74,338282,636213,7.685270509375642,0.6699311073081384,0.43786374505672065,0.5538974261824295
Kuroshitsuji,"['Action', 'Comedy', 'Demons', 'Fantasy', 'Historical', 'Shounen', 'Supernatural']",7.99,296430,562514,7.908802847483353,0.719489657804322,0.38706161892098134,0.5532756383626516
Ansatsu Kyoushitsu 2nd Season,"['Action', 'Comedy', 'School', 'Shounen']",8.66,211886,378202,8.479470732673121,0.8460103815803133,0.2600118425016216,0.5530111120409674
Made in Abyss,"['SciFi', 'Adventure', 'Mystery', 'Drama', 'Fantasy']",8.91,164813,322386,8.651907193337081,0.8842406489122827,0.22153680929367542,0.552888729102979
Great Teacher Onizuka,"['Comedy', 'Drama', 'School', 'Shounen', 'SliceofLife']",8.74,186958,359917,8.528837601804426,0.8569553325318993,0.24740764330771134,0.5521814879198053
Ookami to Koushinryou,"['Adventure', 'Fantasy', 'Historical', 'Romance']",8.34,226201,441671,8.201441838645021,0.7843695957292289,0.3037622345518427,0.5440659151405358
Tonari no Totoro,"['Adventure', 'Comedy', 'Supernatural']",8.45,261626,403817,8.319032925387397,0.810440292522169,0.27766875047821515,0.5440545215001921
Chuunibyou demo Koi ga Shitai,"['SliceofLife', 'Comedy', 'Drama', 'Romance', 'School']",7.89,321929,559895,7.821939852003846,0.7002315755771025,0.38525629227680025,0.5427439339269513
Shinsekai yori,"['SciFi', 'Mystery', 'Horror', 'Psychological', 'Supernatural', 'Drama']",8.49,157559,408674,8.278865487457548,0.8015349143661479,0.28101677320092894,0.5412758437835384
Tokyo Ghoul A,"['Action', 'Mystery', 'Horror', 'Psychological', 'Supernatural', 'Drama', 'Seinen']",7.45,450390,679126,7.423346197382547,0.6118608104017775,0.4674444943051905,0.539652652353484
Shokugeki no Souma Ni no Sara,"['Ecchi', 'School', 'Shounen']",8.46,234031,389975,8.314112843960968,0.8093494789697269,0.2681271959120622,0.5387383374408945
Kono Subarashii Sekai ni Shukufuku wo 2,"['Adventure', 'Comedy', 'Parody', 'Supernatural', 'Magic', 'Fantasy']",8.36,252406,414667,8.232744922262771,0.7913096897813432,0.28514786238709816,0.5382287760842207
Fatestay night Unlimited Blade Works,"['Action', 'Supernatural', 'Magic', 'Fantasy']",8.34,255249,419260,8.21581106473559,0.7875553451506723,0.288313904875347,0.5379346250130097
Suzumiya Haruhi no Shoushitsu,"['Comedy', 'Mystery', 'Romance', 'School', 'SciFi', 'Supernatural']",8.73,179106,322836,8.511926748744184,0.8532060881388321,0.22184700287514983,0.537526545506991
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,"['Action', 'Adventure', 'Comedy', 'Romance', 'Fantasy']",7.83,342763,560829,7.769853281925546,0.6886836495130242,0.38590011628812715,0.5372918829005757
Toki wo Kakeru Shoujo,"['SciFi', 'Adventure', 'Drama', 'Romance']",8.35,248870,410159,8.222008949970869,0.7889294559885149,0.2820404120197945,0.5354849340041548
Charlotte,"['Drama', 'School', 'SuperPower']",7.92,314017,529508,7.848150608570257,0.7060426681189507,0.3643099536984381,0.5351763109086944
Haikyuu Karasuno Koukou vs. Shiratorizawa Gakuen Koukou,"['Comedy', 'Sports', 'Drama', 'School', 'Shounen']",8.99,157302,251246,8.710350122070839,0.8971978203860635,0.17249865065792058,0.5348482355219921
Monster,"['Drama', 'Horror', 'Mystery', 'Police', 'Psychological', 'Seinen', 'Thriller']",8.69,118553,352153,8.386777105751506,0.8254596110324934,0.24205577004867282,0.5337576905405831
Nichijou,"['SliceofLife', 'Comedy', 'School']",8.52,151411,376227,8.297271343114819,0.8056156104065426,0.258650437338484,0.5321330238725133
Monogatari Series Second Season,"['Mystery', 'Comedy', 'Supernatural', 'Romance', 'Vampire']",8.77,161133,302501,8.525507880227652,0.8562171119402044,0.20782969958785613,0.5320234057640303
Overlord,"['Action', 'Game', 'Adventure', 'Supernatural', 'Magic', 'Fantasy']",8.06,271690,472948,7.966162246741664,0.7322066038562349,0.3253220671024542,0.5287643354793445
Dragon Ball,"['Adventure', 'Comedy', 'Fantasy', 'MartialArts', 'Shounen', 'SuperPower']",8.15,285183,443087,8.053031811245033,0.7514661424781015,0.3047383103548822,0.5281022264164918
Magi The Kingdom of Magic,"['Action', 'Adventure', 'Magic', 'Fantasy', 'Shounen']",8.44,201323,371194,8.275213189623424,0.8007251765529446,0.25518109445946013,0.5279531355062024
Kuroko no Basket 2nd Season,"['Comedy', 'Sports', 'School', 'Shounen']",8.49,223694,351110,8.335045710639374,0.8139904295323777,0.2413368102587221,0.5276636198955499
Black Lagoon,"['Action', 'Seinen']",8.13,232822,448189,8.015256235221516,0.7430910554203096,0.30825521624973207,0.5256731358350208
NHK ni Youkoso,"['Comedy', 'Psychological', 'Drama', 'Romance']",8.38,188728,383024,8.212477178154698,0.7868162011508988,0.26333573905688745,0.5250759701038932
High School DxD,"['Comedy', 'Demons', 'Ecchi', 'Harem', 'Romance', 'School']",7.62,370111,585059,7.57723174768109,0.6459782221358616,0.40260231735284935,0.5242902697443554
Kyoukai no Kanata,"['SliceofLife', 'Supernatural', 'Fantasy']",7.87,260604,516487,7.789059611266864,0.6929418156941041,0.3553343300887085,0.5241380728914062
Higurashi no Naku Koro ni,"['Mystery', 'Dementia', 'Horror', 'Psychological', 'Supernatural', 'Thriller']",8.1,221668,451441,7.983088924176258,0.7359593566144094,0.31049688186518715,0.5232281192397983
Violet Evergarden,"['SliceofLife', 'Drama', 'Fantasy']",8.59,107307,341473,8.279779298041422,0.8017375120231502,0.2346938423816801,0.5182156772024151
KOn,"['SliceofLife', 'Comedy', 'Music', 'School']",7.86,281426,499164,7.78537368381333,0.6921246219789685,0.3433932558400835,0.5177589389095261
Danshi Koukousei no Nichijou,"['SliceofLife', 'Comedy', 'School']",8.34,189987,372355,8.178086020641095,0.7791914613450688,0.2559813938996641,0.5175864276223665
Gekkan Shoujo Nozakikun,"['Comedy', 'Romance', 'School']",8.15,229715,418283,8.031903278213832,0.7467818114323068,0.2876404401440126,0.5172111257881598
Deadman Wonderland,"['Action', 'SciFi', 'Horror', 'Shounen']",7.41,367892,626194,7.380278558424838,0.602312439109707,0.4309574572949604,0.5166349482023337
Nisekoi,"['Harem', 'Comedy', 'Romance', 'School', 'Shounen']",7.81,286377,508210,7.740553419170554,0.6821876823515529,0.34962883614678913,0.515908259249171
D.Grayman,"['Action', 'Adventure', 'Comedy', 'SuperPower', 'Demons', 'Shounen']",8.16,171226,422711,8.005408241230876,0.7409076921020408,0.2906927449857208,0.5158002185438808
Hotarubi no Mori e,"['Drama', 'Romance', 'Shoujo', 'Supernatural']",8.55,173999,311194,8.348822276182975,0.8170447823161238,0.21382195026287182,0.5154333662894978
Trigun,"['Action', 'SciFi', 'Adventure', 'Comedy', 'Drama', 'Shounen']",8.31,197451,372709,8.156876231227063,0.7744891152389666,0.256225412850424,0.5153572640446953
Gintama,"['Action', 'SciFi', 'Comedy', 'Historical', 'Parody', 'Samurai', 'Shounen']",9.11,91661,214730,8.647205537275742,0.8831982616617218,0.14732747549987696,0.5152628685807994
Barakamon,"['Comedy', 'SliceofLife']",8.47,175873,327156,8.280605465610277,0.8019206786625994,0.2248248612573042,0.5133727699599518
Fatestay night Unlimited Blade Works 2nd Season,"['Action', 'Supernatural', 'Magic', 'Fantasy']",8.4,213954,334438,8.248091876198005,0.7947122077257285,0.22984448272463012,0.5122783452251793
Byousoku 5 Centimeter,"['Drama', 'Romance', 'SliceofLife']",7.95,280263,456478,7.867758565308173,0.7103898776652258,0.31396898202049073,0.5121794298428582
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,"['SliceofLife', 'Comedy', 'Drama', 'Romance', 'School']",8.29,220515,354901,8.153295257906175,0.773695190526994,0.24395001885287657,0.5088226046899352
Steins;Gate Movie Fuka Ryouiki no Dj vu,"['SciFi', 'Drama']",8.58,166358,281643,8.366883765644907,0.8210491301662504,0.19345188242698216,0.5072505062966163
ReLIFE,"['SliceofLife', 'Romance', 'School']",8.14,217473,393044,8.016962735224055,0.7434693973965245,0.2702427161377177,0.5068560567671211
Fairy Tail 2014,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Magic', 'Shounen']",8.13,185364,401490,7.989351906302731,0.7373478998498044,0.27606470500245744,0.5067063024261309
Kuroko no Basket 3rd Season,"['Comedy', 'Sports', 'School', 'Shounen']",8.54,173166,285962,8.339231031317908,0.8149183419227983,0.19642905149006656,0.5056736967064325
Neon Genesis Evangelion The End of Evangelion,"['SciFi', 'Dementia', 'Psychological', 'Drama', 'Mecha']",8.48,193277,295214,8.304577462374208,0.8072354238228598,0.20280663152518047,0.5050210276740201
FLCL,"['Action', 'SciFi', 'Comedy', 'Parody', 'Dementia', 'Psychological', 'Mecha']",8.07,231083,405028,7.960302796198866,0.7309075261565008,0.2785035158719163,0.5047055210142085
Koukaku Kidoutai,"['Action', 'SciFi', 'Police', 'Psychological', 'Mecha', 'Seinen']",8.35,182385,328965,8.180947379166076,0.7798258428495455,0.22607183945483134,0.5029488411521884
Gintama,"['Action', 'Comedy', 'Historical', 'Parody', 'Samurai', 'SciFi', 'Shounen']",9.15,71346,197771,8.579139507867257,0.8681075871576611,0.13563731339271126,0.5018724502751862
Nisemonogatari,"['Mystery', 'Comedy', 'Supernatural', 'Ecchi']",8.2,215096,359841,8.069529499307418,0.755123785545907,0.24735525505839567,0.5012395203021514
Hajime no Ippo,"['Comedy', 'Sports', 'Drama', 'Shounen']",8.8,116313,228564,8.472600033193139,0.8444871035168111,0.15686351551347033,0.5006753095151407
Kenpuu Denki Berserk,"['Action', 'Adventure', 'Demons', 'Drama', 'Fantasy', 'Horror', 'Military', 'Romance', 'Seinen', 'Supernatural']",8.45,153543,301328,8.239684858144814,0.7928483179984596,0.20702112831881284,0.4999347231586362
Bakuman.,"['Comedy', 'Drama', 'Romance', 'Shounen']",8.32,167073,331737,8.14134484791844,0.771045708121715,0.2279826319167137,0.4995141700192144
Tonari no Kaibutsukun,"['SliceofLife', 'Comedy', 'Romance', 'School', 'Shoujo']",7.71,280729,480732,7.647402615755537,0.661535552848131,0.3306877267428916,0.4961116397955113
Katekyo Hitman Reborn,"['Action', 'Comedy', 'Shounen', 'SuperPower']",8.31,145611,331525,8.110309370032454,0.7641649439736449,0.22783649627388577,0.49600072012376534
Owari no Seraph,"['Action', 'Military', 'Supernatural', 'Drama', 'Vampire', 'Shounen']",7.63,272731,496413,7.572401292162043,0.6449072792209045,0.34149693907866996,0.49320210914978724
Kobayashisan Chi no Maid Dragon,"['SliceofLife', 'Comedy', 'Fantasy']",8.19,194839,343005,8.04863047862507,0.7504903388572768,0.235749879196833,0.4931201090270549
Usagi Drop,"['Josei', 'SliceofLife']",8.52,139034,266241,8.28045044796765,0.8018863102587481,0.18283499011171794,0.492360650185233
YuuYuuHakusho,"['Action', 'Comedy', 'Demons', 'Supernatural', 'MartialArts', 'Shounen']",8.48,135360,272083,8.241161897818744,0.7931757871507306,0.18686199211832574,0.49001888963452817
Kotonoha no Niwa,"['SliceofLife', 'Psychological', 'Drama', 'Romance']",8.27,183916,313550,8.111710491376158,0.7644755815460476,0.21544598599165785,0.4899607837688527
Ookami to Koushinryou II,"['Adventure', 'Historical', 'Romance', 'Fantasy']",8.43,161004,275177,8.230802083577066,0.7908789500059419,0.18899474532072982,0.48993684766333584
Kokoro Connect,"['SliceofLife', 'Comedy', 'Supernatural', 'Drama', 'Romance', 'School']",7.95,209776,397930,7.843051594845445,0.7049121841303654,0.27361072911345985,0.4892614566219126
Akatsuki no Yona,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Romance', 'Shoujo']",8.19,166199,338602,8.027438132844576,0.7457918601164109,0.23271480733187336,0.4892533337241421
Hotaru no Haka,"['Drama', 'Historical']",8.55,146445,244652,8.316461846461682,0.8098702678633283,0.16795328071071552,0.4889117742870219
Mahoutsukai no Yome,"['SliceofLife', 'Fantasy', 'Magic', 'Shounen']",8.3,95552,328004,8.019350472871512,0.7439987741201557,0.22540940382861596,0.4847040889743858
Nana,"['Music', 'SliceofLife', 'Comedy', 'Drama', 'Romance', 'Shoujo']",8.51,108540,261810,8.217551537539046,0.7879412191143571,0.1797806173127999,0.4838609182135785
Rurouni Kenshin Meiji Kenkaku Romantan,"['Action', 'Adventure', 'Comedy', 'Historical', 'Romance', 'Samurai']",8.4,135492,274956,8.173757942012971,0.7782318986032342,0.18884240580627237,0.48353715220475324
Golden Time,"['Comedy', 'Drama', 'Romance']",7.89,211980,397001,7.790343028548128,0.6932263575222783,0.2729703516974827,0.4830983546098805
Claymore,"['Action', 'Adventure', 'SuperPower', 'Demons', 'Supernatural', 'Fantasy', 'Shounen']",7.87,206984,403202,7.770339395684178,0.688791424045595,0.2772448192502001,0.4830181216478976
Fatestay night,"['Action', 'Supernatural', 'Magic', 'Romance', 'Fantasy']",7.52,273933,498122,7.471782532085645,0.6225994559130004,0.34267498536920277,0.4826372206411016
Mahouka Koukou no Rettousei,"['Action', 'SciFi', 'Supernatural', 'Magic', 'Romance', 'School']",7.74,234571,434552,7.663391008227931,0.6650802818229344,0.2988549720929175,0.48196762695792594
Shokugeki no Souma San no Sara,"['Ecchi', 'School', 'Shounen']",8.5,127924,245432,8.24628363714843,0.7943113095514145,0.16849094958527117,0.4814011295683428
Natsume Yuujinchou,"['SliceofLife', 'Supernatural', 'Drama', 'Fantasy', 'Shoujo']",8.39,107751,285202,8.118301581000427,0.765936868314371,0.19590516899690977,0.4809210186556404
Nagi no Asu kara,"['Drama', 'Fantasy', 'Romance']",8.24,131906,311997,8.033948579440922,0.747235267809137,0.21437547347603617,0.48080537064258655
Prison School,"['Comedy', 'Ecchi', 'Romance', 'School', 'Seinen']",7.92,216046,380798,7.818930146450725,0.6995643045867139,0.26180131480719404,0.480682809696954
Summer Wars,"['SciFi', 'Comedy']",8.22,178937,299471,8.063940671074405,0.7538847065448777,0.2057410628059284,0.47981288467540306
KOn,"['Comedy', 'Music', 'School', 'SliceofLife']",8.14,177864,322107,7.992922313094446,0.7381394818946083,0.22134448927316128,0.4797419855838848
No Game No Life Zero,"['Comedy', 'Ecchi', 'Fantasy', 'Game', 'Supernatural']",8.74,76625,222288,8.299247300927854,0.8060536929045143,0.1525373490305072,0.47929552096751077
Higurashi no Naku Koro ni Kai,"['Mystery', 'Psychological', 'Supernatural', 'Thriller']",8.35,146916,270691,8.1460391283469,0.772086460147245,0.1859024599729649,0.47899446006010493
Akira,"['Action', 'Military', 'SciFi', 'Adventure', 'Horror', 'Supernatural']",8.16,190158,309004,8.019020298598466,0.7439255723699223,0.21231234149969636,0.4781189569348093
Btooom,"['Action', 'SciFi', 'Psychological', 'Seinen']",7.59,272829,460070,7.535759692603079,0.6367836020054458,0.3164450161197265,0.47661430906258617
