title,genres,rating,scored_by,members,weighted_avg,norm_weighted_avg,norm_members,score
Detective Conan Movie 07 Crossroad in the Ancient Capital,"['Adventure', 'Mystery', 'Comedy', 'Police', 'Shounen']",7.96,16960,28103,7.3539177131487,0.5964680709399883,0.01868192543359893,0.3075749981867936
Dagashi Kashi,"['SliceofLife', 'Comedy', 'Shounen']",6.71,93736,219598,6.758264635146801,0.4644079699529904,0.15068308073236014,0.30754552534267526
Scrapped Princess,"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Mecha', 'SciFi', 'Shounen']",7.48,28886,67709,7.2304088749849456,0.5690853707692687,0.04598309651776685,0.3075342336435178
Hakkenden Touhou Hakken Ibun 2nd Season,"['Action', 'Demons', 'Supernatural', 'Fantasy', 'Shoujo']",7.78,19781,41314,7.3124503330640875,0.5872744872855398,0.027788519666617727,0.30753150347607877
Super Lovers,"['SliceofLife', 'Comedy', 'Drama', 'Romance', 'ShounenAi']",7.51,30309,60182,7.253331475851071,0.57416745814036,0.04079459187830485,0.3074810250093324
Fune wo Amu,"['SliceofLife', 'Drama', 'Romance']",7.68,19805,55247,7.268352655466891,0.5774977498324021,0.03739280226813547,0.3074452760502688
Dragon Ball Z Movie 15 Fukkatsu no F,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'MartialArts', 'Shounen', 'SuperPower']",7.4,43684,66428,7.23330850274331,0.5697282368078005,0.04510007878916969,0.3074141577984851
Junketsu no Maria,"['Comedy', 'Historical', 'Magic', 'Romance', 'Fantasy', 'Seinen']",7.24,43370,99222,7.1308265961185064,0.5470073419815531,0.06770560836888496,0.307356475175219
Aku no Hana,"['Drama', 'Psychological', 'Romance', 'School']",7.18,41014,112339,7.0895603238947436,0.5378583452274228,0.07674740660932912,0.30730287591837596
IS Infinite Stratos 2,"['Action', 'SciFi', 'Harem', 'Comedy', 'Ecchi', 'Mecha']",6.79,114850,200020,6.8167385925612916,0.4773720206839467,0.13718759198101338,0.30727980633248003
Hakata Tonkotsu Ramens,['Action'],7.55,21885,68278,7.225799324857203,0.5680634039938828,0.0463753190685645,0.30721936153122364
"Yondemasu yo, Azazelsan. TV","['Comedy', 'Supernatural', 'Demons']",7.62,24093,52309,7.27488166777776,0.5789452736629026,0.03536758284064252,0.3071564282517726
Kurenai,"['Comedy', 'Drama', 'MartialArts']",7.46,29895,68369,7.224087774456339,0.5676839423120248,0.04643804710392933,0.30706099470797704
Moyashimon,"['Comedy', 'School', 'Supernatural']",7.65,22157,51774,7.274808509945204,0.5789290541030412,0.034998797138222945,0.30696392562063207
The Big O,"['Action', 'SciFi', 'Mystery', 'Psychological', 'Mecha']",7.58,24349,57341,7.256881909500501,0.574954612011644,0.0388362364005964,0.3068954242061202
Detective Conan Movie 15 Quarter of Silence,"['Adventure', 'Comedy', 'Mystery', 'Police', 'Shounen']",8.13,13652,23422,7.362122527041623,0.5982871307103392,0.015455222867195098,0.3068711767887672
Shikabane Hime Aka,"['Action', 'Horror', 'MartialArts']",7.34,33472,84892,7.16968870907301,0.555623321233361,0.0578276660965998,0.3067254936649804
Erementar Gerad,"['Adventure', 'Comedy', 'Fantasy', 'Magic', 'Romance', 'SuperPower']",7.4,34563,72658,7.207719206629214,0.5640549260270529,0.049394536594915446,0.30672473131098416
High School DxD Hero,"['Action', 'Comedy', 'Demons', 'Ecchi', 'Harem', 'Romance', 'School']",7.59,8841,103285,7.110784021871359,0.5425637749508976,0.07050631175006394,0.30653504335048076
Jitsu wa Watashi wa,"['Comedy', 'Supernatural', 'Romance', 'Vampire', 'Fantasy', 'School', 'Shounen']",7.07,63954,128056,7.033705509364392,0.5254749752426131,0.08758143443162542,0.3065282048371193
Afro Samurai Resurrection,"['Action', 'Adventure', 'Samurai']",7.44,37499,61236,7.240829979306189,0.5713957963170992,0.04152113417802492,0.3064584652475621
Tennis no Oujisama Zenkoku Taikaihen  Semifinal,"['Action', 'Comedy', 'Sports']",8.05,14619,25339,7.35130495667008,0.5958888061008332,0.016776647524276093,0.30633272681255463
Shirokuma Cafe,"['SliceofLife', 'Comedy', 'Josei']",8.01,10250,56694,7.252661605418352,0.5740189435766649,0.03839024696234319,0.30620459526950405
Love Live Sunshine 2nd Season,"['Music', 'School', 'SliceofLife']",7.79,17336,44581,7.289462887862389,0.5821780235100942,0.030040525068121958,0.30610927428910806
Kantai Collection KanColle,"['Action', 'Military', 'SciFi', 'SliceofLife', 'School']",7.01,58418,140994,6.989199716173565,0.5156077559494587,0.09649984455854974,0.30605380025400425
Giant Killing,"['Sports', 'Drama', 'Seinen']",7.66,23154,45037,7.287423670394992,0.5817259159417387,0.03035485456401603,0.30604038525287736
Code Geass Boukoku no Akito 3  Kagayaku Mono Ten yori Otsu,"['Action', 'Mecha', 'Military']",7.49,27767,62884,7.230378040823807,0.5690785346383325,0.04265713200529121,0.30586783332181183
Tetsuwan Birdy Decode,"['Action', 'SciFi', 'Comedy']",7.52,25507,61733,7.233921869404518,0.5698642241235932,0.04186372575578666,0.3058639749396899
Kakumeiki Valvrave 2nd Season,"['Action', 'Space', 'Mecha']",7.39,39195,67656,7.215505567858018,0.5657812121626777,0.045946562607059864,0.3058638873848688
Witchblade,"['Action', 'SciFi', 'SuperPower']",7.37,32796,77399,7.184758556307327,0.5589644028480121,0.05266259830551586,0.305813500576764
Joshiraku,"['SliceofLife', 'Comedy', 'Shounen']",7.54,21560,66391,7.218883789299279,0.5665301854848437,0.0450745739835818,0.30580237973421276
Saint Seiya Meiou Hades Meikaihen,"['Action', 'Adventure', 'Demons', 'Fantasy', 'SciFi', 'Shounen', 'SuperPower']",7.91,17339,27426,7.338813975561635,0.5931194756171541,0.018215256423247426,0.3056673660202007
Saiunkoku Monogatari 2nd Season,"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Historical', 'Romance']",8.17,11907,27450,7.33862728801813,0.5930780857935154,0.01823180008092606,0.30565494293722073
KimiKiss Pure Rouge,"['Drama', 'Romance', 'School']",7.43,31768,66993,7.215059611335107,0.565682340746368,0.04548954406368757,0.3055859424050278
Suzuka,"['Sports', 'Drama', 'Romance', 'Shounen']",7.32,39421,80407,7.173185685569041,0.5563986233114835,0.05473607006790482,0.30556734668969415
R.O.D The TV,"['Action', 'Adventure', 'Comedy', 'Drama', 'SciFi', 'SuperPower']",7.61,22395,53209,7.257738621668926,0.5751445505843757,0.03598797000359135,0.30556626029398354
X,"['Action', 'SuperPower', 'Drama', 'Magic', 'Romance', 'Fantasy', 'Shoujo']",7.52,26671,58116,7.240384879155721,0.5712971147640427,0.03937045867980233,0.3053337867219225
Mobile Suit Gundam SEED Destiny,"['Action', 'Space', 'Mecha', 'Romance', 'Military', 'Drama', 'SciFi']",7.32,46155,75184,7.187108887629931,0.5594854863499343,0.05113575656559181,0.30531062145776305
Servamp,"['Action', 'Comedy', 'Drama', 'Josei', 'Supernatural', 'Vampire']",7.11,44535,119245,7.049221300264545,0.5289149254230783,0.08150784410635642,0.3052113847647173
Boruto Naruto the Movie  Naruto ga Hokage ni Natta Hi,"['Action', 'Comedy', 'SuperPower', 'MartialArts', 'Shounen']",7.64,24310,42886,7.286294718416101,0.5814756200600453,0.028872129244568338,0.30517387465230683
Occultic;Nine,"['SciFi', 'Mystery']",7.06,41525,129884,7.015185609000018,0.5213689947604967,0.08884150969148147,0.30510525222598905
Kino no Tabi The Beautiful World  Nanika wo Suru Tame ni  Life Goes On.,"['Adventure', 'Drama', 'Fantasy']",7.85,16957,35229,7.309260359100774,0.5865672496344658,0.02359401312601373,0.3050806313802398
Tenshi no Tamago,"['Fantasy', 'Dementia', 'Drama']",7.63,20695,52759,7.25367812303975,0.5742443120414553,0.03567777642211694,0.3049610442317861
Kujira no Kora wa Sajou ni Utau,"['Drama', 'Fantasy', 'Mystery', 'SciFi', 'Shoujo']",7.35,29773,81713,7.163606324658144,0.5542748176668832,0.05563632077325056,0.3049555692200669
Noir,"['Action', 'Mystery', 'Drama']",7.38,28372,77588,7.174691929718362,0.5567325672829269,0.05279287960973511,0.304762723446331
Chuunibyou demo Koi ga Shitai Ren The Rikka Wars,"['Comedy', 'Drama', 'Romance', 'School', 'SliceofLife']",7.56,26440,50052,7.259744721531072,0.5755893157676157,0.03381178969978086,0.3047005527336983
Druaga no Tou The Aegis of Uruk,"['Adventure', 'Comedy', 'Fantasy']",7.29,38361,84461,7.152518274754578,0.5518165260134167,0.0575305695774543,0.3046735477954355
Chis Sweet Home,"['Comedy', 'SliceofLife']",7.79,16557,43383,7.280046661266482,0.5800903857875741,0.02921472082233008,0.3046525533049521
Bamboo Blade,"['Comedy', 'School', 'Seinen', 'Sports']",7.4,32037,69216,7.19918153543583,0.5621620696621126,0.04702190035617116,0.30459198500914186
Yamadakun to 7nin no Majo Mou Hitotsu no Suzakusai,"['Comedy', 'Romance', 'School', 'Shounen']",7.57,25707,49093,7.260476198312396,0.5757514888532236,0.03315073271170539,0.3044511107824645
Mahou Shoujo Lyrical Nanoha StrikerS,"['Action', 'Magic', 'Comedy', 'SuperPower', 'Drama']",7.72,19927,40346,7.287274408781668,0.581692823686436,0.027121258806912768,0.3044070412466744
Nanbaka 2,"['Action', 'Comedy', 'Drama']",7.62,22378,48231,7.262349899126324,0.5761669003198053,0.03255653967341441,0.3043617199966099
"Inari, Konkon, Koi Iroha.","['Comedy', 'Supernatural', 'Romance', 'School', 'Seinen']",7.27,38302,87264,7.140260160143206,0.5490988235230372,0.059462730930504915,0.30428077722677105
Strike Witches,"['Action', 'Military', 'SciFi', 'Magic', 'Ecchi']",7.11,48407,115475,7.052433663017287,0.52962712681211,0.07890911121267079,0.30426811901239037
Tetsuwan Birdy Decode02,"['Action', 'SciFi', 'Comedy']",7.81,17722,35094,7.302326249365016,0.5850299131112819,0.023500955051571407,0.3042654340814267
Mahouka Koukou no Rettousei Movie Hoshi wo Yobu Shoujo,"['Action', 'Magic', 'Supernatural', 'SciFi']",7.59,18099,63444,7.2140775625760405,0.5654646142490392,0.043043150684459366,0.3042538824667493
Koukaku Kidoutai Stand Alone Complex  The Laughing Man,"['Action', 'Mecha', 'Mystery', 'Police', 'Psychological', 'SciFi', 'Seinen']",8.17,11285,27855,7.324317551047565,0.5899055254908485,0.018510974304253032,0.3042082498975508
Sola,"['Drama', 'Romance', 'SliceofLife', 'Supernatural']",7.31,37474,79833,7.162586812700214,0.554048785338513,0.05434040092175746,0.3041945931301352
Detective Conan Movie 09 Strategy Above the Depths,"['Adventure', 'Mystery', 'Comedy', 'Police', 'Shounen']",7.94,15748,26474,7.328067305227956,0.5907368699999711,0.017559024668661556,0.3041479473343163
Chuunibyou demo Koi ga Shitai Lite,"['Comedy', 'School']",7.31,43070,75626,7.174731946340313,0.5567414392242149,0.05144043559450668,0.30409093740936083
Little Busters EX,"['Comedy', 'Drama', 'Romance', 'School', 'SliceofLife', 'Supernatural']",7.87,15802,33990,7.3016716158654225,0.5848847766732135,0.022739946798354182,0.30381236173578385
Kemono Friends,"['Adventure', 'Comedy', 'Fantasy']",7.73,17347,45584,7.264928913479783,0.5767386843137825,0.030731912095274923,0.3037352982045287
Tenjou Tenge,"['Action', 'Ecchi', 'MartialArts', 'Comedy', 'SuperPower', 'School', 'Shounen']",7.05,64581,124312,7.019517675826382,0.522329441711415,0.08500062383375831,0.30366503277258666
Shingeki no Kyojin Movie 1 Guren no Yumiya,"['Action', 'Drama', 'Fantasy', 'Shounen', 'SuperPower']",7.69,18238,47681,7.257615379035514,0.5751172269035028,0.032177414184945685,0.3036473205442242
Shigurui,"['Action', 'Historical', 'Psychological', 'Drama', 'MartialArts', 'Samurai', 'Seinen']",7.5,21548,65967,7.200224960360431,0.5623934036482936,0.04478230269792591,0.30358785317310977
Bishoujo Senshi Sailor Moon S Kaguyahime no Koibito,"['Adventure', 'Fantasy', 'Magic', 'Comedy', 'Romance', 'Drama', 'Shoujo']",7.76,19316,34177,7.298781435641843,0.5842440052136302,0.02286884946443355,0.3035564273390319
Fukigen na Mononokean,"['Comedy', 'Demons', 'Supernatural']",7.45,26414,64951,7.20291689662421,0.562990223152757,0.044081954522863676,0.30353608883781036
Kimi ga Aruji de Shitsuji ga Ore de,"['Comedy', 'Ecchi', 'Harem', 'Parody', 'Romance']",7.29,39743,80212,7.155459665822168,0.5524686512449879,0.05460165284926591,0.3035351520471269
Boku no Hero Academia Sukue Kyuujo Kunren,"['Action', 'Comedy', 'School', 'Shounen', 'SuperPower']",7.58,21669,53233,7.2382676759351865,0.5708277172549225,0.036004513661269985,0.30341611545809627
Mobile Fighter G Gundam,"['SciFi', 'Adventure', 'Space', 'Comedy', 'Sports', 'Drama', 'Romance', 'MartialArts', 'Mecha']",7.61,23961,43223,7.26903969020093,0.5776500698315923,0.029104429771139178,0.3033772498013657
Macross Do You Remember Love,"['Action', 'Space', 'Mecha', 'Romance', 'Military', 'Music', 'SciFi']",8.05,13107,25373,7.323474367365911,0.5897185862702483,0.01680008437265416,0.3032593353214512
Sword Art Online Extra Edition,"['Action', 'Adventure', 'Fantasy', 'Game', 'Romance']",6.88,103132,164200,6.891710368980827,0.49399374351353464,0.11249618289565019,0.30324496320459243
Mitsudomoe Zouryouchuu,"['SliceofLife', 'Comedy', 'School']",7.79,18618,31406,7.304224461946715,0.5854507589937124,0.020958746321621115,0.3032047526576667
SaintOniisan,"['Comedy', 'Seinen', 'SliceofLife']",7.61,22096,46870,7.25549516713561,0.574647162350904,0.0316183764192218,0.3031327693850629
Zero no Tsukaima Princesses no Rondo  Yuuwaku no Sunahama,"['Comedy', 'Ecchi', 'Fantasy', 'Harem', 'Magic']",7.39,36090,62459,7.206615091114466,0.5638101365484725,0.04236417140056538,0.3030871539745189
Mobile Suit Gundam 0080 War in the Pocket,"['Military', 'SciFi', 'Space', 'Drama', 'Mecha']",7.87,16209,29545,7.307304905987065,0.5861337131596136,0.019675923532456934,0.3029048183460353
Yuyushiki,"['Comedy', 'School', 'Seinen', 'SliceofLife']",7.44,25786,65688,7.194760441834743,0.5611818849052554,0.04458998267741177,0.3028859337913336
Yowamushi Pedal New Generation,"['Comedy', 'Sports', 'Drama', 'Shounen']",7.87,14620,36766,7.284652950829091,0.5811116296747947,0.024653496536516335,0.30288256310565553
Witch Hunter Robin,"['Action', 'Magic', 'Police', 'Supernatural', 'Drama', 'Mystery']",7.34,31875,74889,7.164894057977762,0.5545603163883932,0.05093240743995858,0.3027463619141759
Hunter x Hunter Movie 1 Phantom Rouge,"['Action', 'Adventure', 'SuperPower', 'Shounen']",7.37,37995,63483,7.200082552694727,0.5623618309570599,0.04307003412818715,0.3027159325426235
Star Driver Kagayaki no Takuto,"['Action', 'Romance', 'Mecha', 'Shounen']",7.32,31799,78340,7.1534329053173815,0.5520193054649973,0.053311247550332355,0.30266527650766484
Love Hina Again,"['Comedy', 'Drama', 'Ecchi', 'Romance', 'Shounen']",7.33,43040,67366,7.187351097853892,0.5595391859073069,0.04574666007677636,0.30264292299204165
Fatekaleid liner PrismaIllya 2wei Herz,"['Action', 'SliceofLife', 'Comedy', 'Magic', 'Fantasy']",7.37,33698,67073,7.187612308851483,0.5595970980578435,0.04554468958928302,0.3025708938235633
Bleach Memories in the Rain,"['Action', 'Adventure', 'Supernatural', 'Drama', 'Shounen']",7.21,51422,87806,7.122126462233835,0.5450784665978075,0.0598363418664141,0.30245740423211076
s.CRY.ed,"['Action', 'SciFi', 'Adventure', 'SuperPower', 'Drama']",7.43,29600,60569,7.20650181637686,0.5637850228139176,0.041061358358372844,0.30242319058614525
Major Message,"['Comedy', 'Drama', 'Sports']",8.33,10116,16782,7.342332696727771,0.5938995986278566,0.010878144242772662,0.3023888714353146
Kuromukuro,"['Action', 'SciFi', 'Mecha']",7.35,28878,75206,7.160501509499611,0.5535864602680478,0.05115092158513056,0.3023686909265892
Selector Spread WIXOSS,"['Game', 'Psychological']",7.48,27541,54575,7.224001553745831,0.567664826628488,0.03692957985313368,0.3022972032408109
Lupin III,"['Action', 'Adventure', 'Comedy', 'Seinen']",7.74,15302,47039,7.245054270928473,0.5723323488152559,0.03173487134204219,0.30203361007864904
Citrus,"['Drama', 'Romance', 'School', 'ShoujoAi']",6.88,57237,158509,6.898257483392651,0.4954452806957135,0.1085732680686038,0.30200927438215863
"Akagami no Shirayukihime Nandemonai Takaramono, Kono Page","['Drama', 'Fantasy', 'Romance', 'Shoujo']",7.79,16917,34211,7.284441842451281,0.5810648255958393,0.022892286312811615,0.30197855595432543
Kurokami The Animation,"['Action', 'MartialArts', 'SuperPower']",7.25,33449,87460,7.117986048412658,0.5441605103451734,0.059597837468213774,0.3018791739066936
Pokemon Movie 08 Mew to Hadou no Yuusha Lucario,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Kids']",7.38,37844,59052,7.205709408316868,0.5636093408737246,0.040015661329269106,0.3018125011014969
Hatsukoi Limited.,"['Comedy', 'Romance', 'School', 'Shounen']",7.4,29760,63637,7.190808614297099,0.5603057394390807,0.04317618926495839,0.3017409643520195
Pokemon Advanced Generation,"['Action', 'Adventure', 'Comedy', 'Kids', 'Fantasy']",7.19,53901,89122,7.111203966387601,0.5426568793387905,0.06074348576245927,0.30170018255062486
Hello Kiniro Mosaic,"['SliceofLife', 'Comedy', 'School', 'Seinen']",7.6,21367,45869,7.245280710304724,0.5723825518747203,0.03092836803020872,0.3016554599524645
Trinity Seven Movie 1 Eternity Library to Alchemic Girl,"['Action', 'Harem', 'Comedy', 'Magic', 'Romance', 'Ecchi', 'Fantasy', 'School', 'Shounen']",7.41,27879,63845,7.188633450513473,0.5598234917020379,0.043319567631506566,0.30157152966677225
Ore ga Ojousama Gakkou ni Shomin Sample Toshite GetsSareta Ken,"['Comedy', 'Ecchi', 'Harem', 'Romance', 'School']",7.03,59579,123327,7.0035987668742825,0.5188001176779204,0.08432164454986431,0.3015608811138924
Hanayamata,"['SliceofLife', 'Comedy', 'School']",7.38,25683,71532,7.163767397887335,0.5543105286330461,0.04861836332215947,0.3014644459776028
Persona 3 the Movie 4 Winter of Rebirth,"['Action', 'Supernatural', 'Fantasy']",8.13,10799,27469,7.300672858296945,0.5846633457258621,0.01824489714325498,0.3014541214345585
Groove Adventure Rave,"['Adventure', 'Comedy', 'Fantasy', 'Romance', 'Shounen']",7.4,26174,67480,7.176107141149372,0.5570463287178953,0.04582524245074988,0.3014357855843226
To LOVERu Darkness 2nd OVA,"['SciFi', 'Harem', 'Comedy', 'Romance', 'Ecchi', 'School', 'Shounen']",7.77,16698,35774,7.273739674074158,0.578692086347343,0.02396969201913274,0.3013308891832379
Black Clover,"['Action', 'Comedy', 'Magic', 'Fantasy', 'Shounen']",6.6,65657,222389,6.693441972812885,0.4500363706946118,0.15260697025657144,0.3013216704755916
Sankarea OVA,"['Comedy', 'Ecchi', 'Horror', 'Romance', 'Shounen', 'Supernatural']",7.34,37089,65992,7.179633881902773,0.5578282297224386,0.044799535674674484,0.3013138826985565
Hana yori Dango,"['Drama', 'Romance', 'School', 'Shoujo']",7.85,14441,34813,7.27463602368135,0.5788908127940231,0.023307256392917385,0.30109903459347026
Denkigai no Honyasan,"['Comedy', 'Seinen', 'SliceofLife']",7.27,34504,80436,7.131958552025164,0.5472583038532646,0.05475606032093317,0.30100718208709887
Netjuu no Susume Special,"['Game', 'Comedy', 'Romance']",7.54,26865,41882,7.251822956496409,0.573833009741326,0.02818005289834543,0.30100653131983574
Yuru Yuri Nachuyachumi,"['SliceofLife', 'Comedy', 'ShoujoAi']",7.84,15796,29487,7.289929645241759,0.5822815066094558,0.019635943026400232,0.300958724817928
Devil Survivor 2 The Animation,"['Action', 'Demons', 'Supernatural']",7.02,58156,123610,6.996140118755929,0.5171464876370242,0.08451672184665822,0.30083160474184123
Days TV,"['Sports', 'School', 'Shounen']",7.31,32073,74309,7.148600412571515,0.5509479108838113,0.05053260237939156,0.3007402566316015
"Yosuga no Sora In Solitude, Where We Are Least Alone.","['Drama', 'Ecchi', 'Harem', 'Romance']",6.59,125614,235104,6.647859374435694,0.43993041679753064,0.16137166223089844,0.30065103951421457
Strike Witches 2,"['Action', 'Military', 'SciFi', 'Magic', 'Ecchi']",7.4,29897,60198,7.191332078016045,0.5604217946969816,0.04080562098342394,0.3006137078402028
Utawarerumono Itsuwari no Kamen,"['Action', 'Drama', 'Fantasy']",7.34,29052,71630,7.155723639451398,0.5525271758886463,0.0486859165910139,0.3006065462398301
Renai Boukun,"['Harem', 'Comedy', 'Supernatural', 'Romance', 'Ecchi', 'School']",6.9,66278,150115,6.910991945652659,0.4982685925095516,0.1027871237955011,0.30052785815252636
Pokemon XYZ,"['Action', 'Adventure', 'Comedy', 'Kids', 'Fantasy']",7.8,16213,31399,7.279722933425772,0.5800186132526619,0.020953921088131513,0.3004862671703967
Saijaku Muhai no Bahamut,"['Action', 'Harem', 'Supernatural', 'Romance', 'Ecchi', 'Fantasy', 'Mecha', 'School']",6.87,75052,157550,6.88748939689939,0.4930579269788369,0.10791221108052833,0.3004850690296826
Minamike Okawari,"['Comedy', 'School', 'SliceofLife']",7.4,32232,56945,7.199867532622267,0.5623141596303565,0.03856326604889891,0.3004387128396277
Detective Conan Movie 18 The Sniper from Another Dimension,"['Action', 'Mystery', 'Police', 'Shounen']",8.21,10537,18701,7.318352723591267,0.5885830850547291,0.012200947537993544,0.3003920162963613
Crayon Shinchan,"['SliceofLife', 'Comedy', 'Ecchi', 'School', 'Seinen']",7.73,17658,34717,7.2683313229699245,0.577493020281246,0.023241081762202843,0.30036705102172445
Rewrite 2nd Season,"['Action', 'Comedy', 'Supernatural', 'Romance', 'Fantasy']",7.44,24430,60157,7.188012674063172,0.5596858615885629,0.040777358901556274,0.3002316102450596
Tales of Vesperia The First Strike,"['Action', 'Adventure', 'Fantasy', 'Magic', 'Military']",7.73,17048,36135,7.261610164288381,0.5760028963701742,0.024218536203382213,0.3001107162867782
Romeo no Aoi Sora,"['Adventure', 'Drama', 'Historical', 'SliceofLife']",8.45,7924,22034,7.305290979604592,0.585687212786709,0.014498447998114023,0.3000928303924115
Black Blood Brothers,"['Action', 'Comedy', 'Fantasy', 'Shounen', 'Supernatural', 'Vampire']",7.24,43265,78063,7.130658309585773,0.5469700317798127,0.053120306167958105,0.30004516897388545
Steins;Gate Soumei Eichi no Cognitive Computing,"['SliceofLife', 'Comedy']",7.45,28465,51623,7.212421661409753,0.565097490358774,0.034894709958661535,0.29999610015871775
Piano no Mori,"['Adventure', 'Music', 'Comedy', 'Drama', 'School', 'Seinen']",7.81,14574,35741,7.261790844811726,0.576042954398984,0.023946944489824616,0.2999949494444043
Sakurada Reset,"['Mystery', 'SuperPower', 'Supernatural', 'School']",7.39,17492,79161,7.126070588314717,0.5459529046017106,0.05387717850675567,0.29991504155423315
Dragon Ball Z Movie 09 Ginga Girigiri Bucchigiri no Sugoi Yatsu,"['Action', 'SciFi', 'Adventure', 'Comedy', 'Fantasy', 'Shounen']",7.31,40746,64938,7.169939696603199,0.55567896677572,0.04407299337495442,0.2998759800753372
Rurouni Kenshin Meiji Kenkaku Romantan  Ishinshishi e no Chinkonka,"['Samurai', 'Historical', 'Drama', 'Shounen']",7.63,20921,37273,7.2555361697612595,0.5746562528955246,0.025002981304977506,0.299829617100251
Durararax2 Shou Watashi no Kokoro wa Nabe Moyou,"['Action', 'Mystery', 'Supernatural']",7.84,13943,34649,7.26365628236782,0.5764565338483996,0.02319420806544671,0.29982537095692313
Phi Brain Kami no Puzzle,"['Action', 'Game', 'Mystery', 'Shounen']",7.28,31002,78001,7.128854020032801,0.5465700092341816,0.05307756838562163,0.2998237888099016
Senyuu. 2,"['Action', 'Comedy', 'Fantasy', 'Parody', 'Shounen']",7.57,23450,40092,7.24601318792345,0.5725449468523878,0.02694617176314721,0.2997455593077675
Uragiri wa Boku no Namae wo Shitteiru,"['Adventure', 'Drama', 'Fantasy', 'Shoujo', 'ShounenAi']",7.39,25164,65439,7.166554800359005,0.5549285136070095,0.044418342228995926,0.29967342791800267
Aria The OVA Arietta,"['Fantasy', 'SciFi', 'Shounen', 'SliceofLife']",8.09,11042,24442,7.29398226470338,0.5831799982904842,0.0161583283185371,0.29966916330451066
Cuticle Tantei Inaba,"['Action', 'Mystery', 'Comedy', 'Supernatural', 'Shounen']",7.41,23722,64401,7.169688810226746,0.5556233436597919,0.04370282903439495,0.29966308634709343
Mobile Suit Gundam Thunderbolt,"['Action', 'Military', 'SciFi', 'Space', 'Drama', 'Mecha']",7.97,12794,25621,7.290245979825747,0.5823516400120186,0.01697103550200006,0.2996613377570093
Kubikiri Cycle Aoiro Savant to Zaregototsukai,"['Action', 'Mystery', 'Supernatural', 'Drama']",7.92,10528,44353,7.231831312590547,0.5694007342934087,0.029883360320174922,0.2996420473067918
Nagasarete Airantou,"['Comedy', 'Ecchi', 'Fantasy', 'Harem', 'Romance']",7.38,29570,61169,7.179211391779753,0.5577345609572253,0.04147494980033873,0.299604755378782
Kuroko no Basket 2nd Season NGshuu,"['Comedy', 'Sports']",7.91,13217,29634,7.2769679479925005,0.5794078153436575,0.019737272929681873,0.29957254413666967
Bobobobo Bobobo,"['SciFi', 'Adventure', 'Comedy', 'Shounen']",7.56,19208,51024,7.21046110107798,0.5646628215809788,0.03448180783576559,0.2995723147083722
Asu no Yoichi,"['Harem', 'Comedy', 'Romance', 'Ecchi', 'MartialArts', 'Shounen']",6.95,76949,135211,6.947633507323254,0.5063922613249163,0.09251351237706856,0.2994528868509925
Kuroko no Basket Baka ja Katenai no yo,"['Sports', 'Comedy', 'School', 'Shounen']",7.7,18299,33816,7.262467282618236,0.5761929249914954,0.022620005280184076,0.29940646513583974
Shokugeki no Souma OVA,"['Ecchi', 'School', 'Shounen']",7.48,23165,53486,7.200671388704799,0.5624923796704413,0.0361789113859656,0.29933564552820346
Tenchi Muyou,"['SciFi', 'Harem', 'Space', 'Comedy', 'Romance', 'Shounen']",7.52,23160,47174,7.219937395197805,0.5667637766581262,0.03182792941648451,0.2992958530373053
Karas,"['Action', 'SciFi', 'SuperPower', 'Fantasy']",7.5,23164,50215,7.210313981650278,0.5646302042619435,0.0339241487081816,0.2992771764850626
Bungaku Shoujo Movie,"['Mystery', 'Drama', 'Romance', 'School']",7.54,21051,48581,7.215323075639956,0.5657407524695501,0.032797801347894506,0.2992692769087223
Fairy Tail Movie 1 Houou no Miko  Hajimari no Asa,"['Fantasy', 'Magic', 'Shounen']",7.49,25227,47841,7.217210103310678,0.5661591185856065,0.03228770523613658,0.29922341191087154
Choujigen Game Neptune The Animation,"['Action', 'Comedy', 'Fantasy', 'Parody', 'SciFi', 'Supernatural']",7.14,37430,98268,7.060317044126831,0.5313749228764528,0.06704799797615922,0.29921146042630603
Toradora Recap,"['SliceofLife', 'Comedy', 'Romance', 'School']",7.67,17644,38625,7.243267826434272,0.5719362826334049,0.02593494068754063,0.2989356116604728
Mondaijitachi ga Isekai kara Kuru Sou Desu yo Onsen Manyuuki,"['Fantasy', 'Supernatural']",7.37,33353,56738,7.18653124129315,0.559357418458762,0.03842057700142069,0.2988889977300913
Kokkoku,"['Psychological', 'Supernatural', 'Drama', 'Mystery', 'Seinen']",7.23,27694,86537,7.092986708947861,0.5386179967306988,0.058961595966656254,0.2987897963486775
Keroro Gunsou,"['Comedy', 'Mecha', 'Parody', 'SciFi', 'Shounen']",7.88,11371,40620,7.23529004079474,0.5701675564803508,0.027310132232077188,0.298738844356214
Loveless,"['Action', 'Mystery', 'Supernatural', 'Drama', 'Romance', 'Fantasy', 'Josei', 'ShounenAi']",7.11,50789,98768,7.054246471575228,0.5300290380756845,0.06739265751113079,0.2987108477934076
Persona 5 the Animation,"['Action', 'Supernatural', 'Fantasy']",7.45,10503,86703,7.091721393337219,0.5383374681587951,0.05907602293226682,0.29870674554553095
